FundCode,FundName,Category,GroupCategory,FundHouse,WMC,Subscribe,Price,PriceDate,Currency,Risk,RetYTD(%),Ret1W(%),Ret1M(%),Ret3M(%),Ret6M(%),Ret1Y(%),Ret2Y(%),Ret3Y(%),Ret5Y(%),Yield(%),YieldDate,MgmtFee(%),ISIN,StarRating,BalancedRisk,BalancedRegion,BondType,BondRegion,EquityStyle
U45282,"FTGF凱利環球基建入息基金 A 類美元精選派息(每月現金派息)","行業股票 - 基礎建設","行業股票 - 基礎建設","美盛資產管理香港有限公司",N,N,101.3,18-09-2026,美元,4,6.32,-1.12,-3.27,-4.15,-3.23,12.75,0.61,1.96,0,6.32,31-08-2026,1.5,IE00BMG7P694,3,"","","","","綜合"
U44512,"惠理高息股票基金 A2 MDIS 類別 (美元 每月分派-現金派息)","亞洲不包括日本股票","亞洲不包括日本股票","惠理基金管理公司",N,N,12.6,18-09-2026,美元,4,11.43,-1.18,-1.34,-3.07,2.66,16.72,11.33,4.16,3.53,4.47,31-08-2026,1.25,HK0000288743,2,"","","","","綜合"
U44704,"首域盈信亞洲增長基金類別 I (美元 累積股份)","亞洲不包括日本股票","亞洲不包括日本股票","首源投資(香港)有限公司",N,N,79.3809,18-09-2026,美元,4,14.1,-0.22,1.43,3.31,12.52,20.17,8.4,0.99,3.35,0,31-08-2026,1.5,IE0008368411,3,"","","","","綜合"
U44370,"安聯亞洲（不含中國）股票基金AT類累積股份(港元)","亞洲不包括日本股票","亞洲不包括日本股票","安聯環球投資亞太有限公司",N,N,30.856,18-09-2026,港元,4,56.08,-0.44,1.86,-8.96,30.83,61.52,10.91,-0.84,-2.6,0,31-08-2026,2.05,LU0589944569,3,"","","","","綜合"
U44538,"惠理高息股票基金 A2 MDIS 類別 (港元 每月分派-現金派息)","亞洲不包括日本股票","亞洲不包括日本股票","惠理基金管理公司",N,N,11.64,18-09-2026,港元,4,12.25,-1.1,-1.32,-2.86,2.84,17.68,10.75,4.21,3.98,4.44,31-08-2026,1.25,HK0000288784,2,"","","","","綜合"
U44736,"惠理高息股票基金 A2 MDIS 類別 (港元 每月分派-現金派息) (每月投資計劃)","亞洲不包括日本股票","亞洲不包括日本股票","惠理基金管理公司",N,N,11.64,18-09-2026,港元,4,12.25,-1.1,-1.32,-2.86,2.84,17.68,10.75,4.21,3.98,4.44,31-08-2026,1.25,HK0000288784,2,"","","","","綜合"
U42861,"貝萊德全球基金 - 亞洲巨龍基金A2類股份 (美元)","亞洲不包括日本股票","亞洲不包括日本股票","貝萊德資產管理北亞有限公司",N,N,74.02,18-09-2026,美元,4,21.8,-1.35,-1.21,-5.18,15.06,26.08,6.61,1.68,-4.51,0,31-08-2026,1.5,LU0072462343,2,"","","","","綜合"
U43332,"貝萊德全球基金 - 亞洲巨龍基金A2類股份 (英鎊)","亞洲不包括日本股票","亞洲不包括日本股票","貝萊德資產管理北亞有限公司",N,N,55.48,18-09-2026,英鎊,4,22.61,0.05,0.27,-5.92,14.98,28.04,8.36,-3.54,-3.49,0,31-08-2026,1.5,LU0171270639,2,"","","","","綜合"
U43983,"摩根亞洲增長(美元 累計)","亞洲不包括日本股票","亞洲不包括日本股票","摩根資產管理",Y,Y,29.92,18-09-2026,美元,4,27.26,0,0.17,-6.5,17.8,30.83,7.08,0.18,-8.15,0,31-08-2026,1.5,HK0000038148,3,"","","","","綜合"
U44066,"富達基金 - 新興亞洲基金A類別股份 (美元 累積)","亞洲不包括日本股票","亞洲不包括日本股票","富達基金(香港)有限公司",N,N,34.16,18-09-2026,美元,4,19.23,-2.06,-0.23,-6.82,12.04,22.09,5.49,5.53,-5.03,0,31-08-2026,1.5,LU0329678337,3,"","","","","綜合"
U22439,"富達基金－亞洲股票ESG基金 - A類別股份 - 美元","亞洲不包括日本股票","亞洲不包括日本股票","富達基金(香港)有限公司",N,Y,16.08,18-09-2026,美元,4,20.72,-1.41,0,-5.8,15.1,24.84,2.74,-2.19,-3.59,0,31-08-2026,1.5,LU0048597586,3,"","","","","綜合"
U43354,"景順亞洲動力基金","亞洲不包括日本股票","亞洲不包括日本股票","景順投資管理有限公司",N,N,17.83,18-09-2026,美元,4,18.78,-1.11,0.96,-0.56,13.35,23.7,8.37,2.9,0.1,0.48,31-08-2026,1.5,LU1775951525,4,"","","","","綜合"
U40084,"富達基金 - 亞洲特別機會基金A類別股份 (美元 派息股份)","亞洲不包括日本股票","亞洲不包括日本股票","富達基金(香港)有限公司",N,N,97.08,18-09-2026,美元,4,38.17,-2.15,-0.01,-9.36,25.22,46.82,7.49,1.54,-6.05,0,31-08-2026,1.5,LU0054237671,3,"","","","","綜合"
U43235,"施羅德環球基金系列 - 新興亞洲A類股份 (美元 累積單位)","亞洲不包括日本股票","亞洲不包括日本股票","施羅德投資管理(香港)有限公司",N,N,82.8353,18-09-2026,美元,4,24.3,-1.16,0.8,-4.59,16.07,29.96,8.09,1.8,-2.29,0,31-08-2026,1.5,LU0181495838,4,"","","","","綜合"
U40093,"滙豐環球投資基金 - 亞洲股票(日本除外)AD類 (美元)","亞洲不包括日本股票","亞洲不包括日本股票","滙豐環球投資管理 (香港) 有限公司",N,Y,98.606,18-09-2026,美元,4,17.79,-0.36,-0.53,-8.18,10.37,22.08,11.63,0.11,-3.72,0.05,31-08-2026,1.5,LU0043850808,2,"","","","","綜合"
U28200,"安聯亞洲（不含中國）股票基金A類收息股份(美元)","亞洲不包括日本股票","亞洲不包括日本股票","安聯環球投資亞太有限公司",N,N,141.1477,18-09-2026,美元,4,54.9,-0.48,1.84,-9.05,30.75,60.19,11.27,-0.97,-3.18,0.92,31-08-2026,2.05,LU0348788117,3,"","","","","綜合"
U44436,"惠理高息股票基金 A1類別 (港元)","亞洲不包括日本股票","亞洲不包括日本股票","惠理基金管理公司",N,N,1183.8105,18-09-2026,港元,4,12.31,-1.1,-1.37,-2.96,2.72,17.73,10.76,4.27,4.12,0,31-08-2026,1.25,HK0000288735,2,"","","","","綜合"
U44627,"安聯總回報亞洲股票基金AM類收息股份 (港元 每月派息-現金派息)","亞洲不包括日本股票","亞洲不包括日本股票","安聯環球投資亞太有限公司",N,Y,17.5667,18-09-2026,港元,4,31.45,-0.31,1.02,-6.65,16.44,35.39,2.3,2.72,-10.18,2.79,31-08-2026,2.05,LU0918141705,3,"","","","","綜合"
U43807,"滙豐環球投資基金 - 亞洲股票(日本除外)AD類(美元) (每月投資計劃)","亞洲不包括日本股票","亞洲不包括日本股票","滙豐環球投資管理 (香港) 有限公司",N,Y,98.606,18-09-2026,美元,4,17.79,-0.36,-0.53,-8.18,10.37,22.08,11.63,0.11,-3.72,0.05,31-08-2026,1.5,LU0043850808,2,"","","","","綜合"
U44390,"惠理高息股票基金 A1類別 (美元)","亞洲不包括日本股票","亞洲不包括日本股票","惠理基金管理公司",N,N,150.9,18-09-2026,美元,4,11.44,-1.14,-1.39,-3.06,2.64,16.69,11.44,4.08,3.51,0,31-08-2026,1.25,HK0000288735,2,"","","","","綜合"
U44626,"安聯總回報亞洲股票基金AM類收息股份 (美元 每月派息-現金派息)","亞洲不包括日本股票","亞洲不包括日本股票","安聯環球投資亞太有限公司",N,Y,17.3236,18-09-2026,美元,4,30.42,-0.35,1.01,-6.73,16.35,34.22,2.9,2.5,-10.72,2.81,31-08-2026,2.05,LU0918141887,3,"","","","","綜合"
U43628,"安聯總回報亞洲股票基金AT類累積股份 (美元)","亞洲不包括日本股票","亞洲不包括日本股票","安聯環球投資亞太有限公司",N,N,68.0148,18-09-2026,美元,4,30.42,-0.35,1.01,-6.73,16.35,34.23,2.9,2.46,-10.72,0,31-08-2026,2.05,LU0348816934,3,"","","","","綜合"
U45431,"景順亞洲動力基金 A類股份 (美元 每月派息 1 - 現金派息)","亞洲不包括日本股票","亞洲不包括日本股票","景順投資管理有限公司",N,Y,14.64,18-09-2026,美元,4,18.71,-1.15,0.95,-0.54,13.29,23.62,8.48,0,0,3.52,31-08-2026,1.5,LU2625059790,3,"","","","","綜合"
U45650,"惠理高息股票基金 B類別 (美元 每月分派-現金派息)","亞洲不包括日本股票","亞洲不包括日本股票","惠理基金管理公司",Y,Y,13.53,18-09-2026,美元,4,13.18,-1.38,-1.66,-3.64,2.82,19.21,0,0,0,4.35,31-08-2026,1.5,HK0001047247,,"","","","","綜合"
U45651,"惠理高息股票基金 B類別 (港元 每月分派-現金派息)","亞洲不包括日本股票","亞洲不包括日本股票","惠理基金管理公司",Y,Y,13.64,18-09-2026,港元,4,14.08,-1.3,-1.65,-3.54,2.95,20.26,0,0,0,4.31,31-08-2026,1.5,HK0001047254,,"","","","","綜合"
U44352,"聯博 - 亞洲(日本以外)股票基金A類股份 (港元)","亞洲不包括日本股票","亞洲不包括日本股票","聯博香港有限公司",N,N,342.53,18-09-2026,港元,4,28.92,-0.28,0.87,-7.92,12.25,41.58,8.09,6.6,7.26,0,31-08-2026,1.7,LU0469268204,4,"","","","","綜合"
U44353,"聯博 - 亞洲(日本以外)股票基金A類股份 (美元)","亞洲不包括日本股票","亞洲不包括日本股票","聯博香港有限公司",N,N,43.65,18-09-2026,美元,4,27.86,-0.32,0.85,-8.01,12.15,40.35,8.7,6.54,6.61,0,31-08-2026,1.7,LU0469268469,4,"","","","","綜合"
U44922,"景順亞洲機遇股票基金A類股份(美元每半年分派) - 現金派息","亞洲不包括日本股票","亞洲不包括日本股票","景順投資管理有限公司",N,N,13.99,18-09-2026,美元,4,23.76,-0.29,1.9,-5.32,13.54,22.89,11.13,2.61,-14.53,0.66,31-08-2026,1.5,LU1762219688,2,"","","","","綜合"
U44355,"聯博 - 亞洲(日本以外)股票基金AD類股份 (港元 每月派息-現金派息)","亞洲不包括日本股票","亞洲不包括日本股票","聯博香港有限公司",N,N,183.9,18-09-2026,港元,4,28.89,-0.28,0.87,-7.92,12.24,41.56,8.09,6.59,7.26,3.7,31-08-2026,1.7,LU0469268626,4,"","","","","綜合"
U45308,"富達基金－亞洲股票ESG基金 - A類別股份 - 美元 (每月投資計劃)","亞洲不包括日本股票","亞洲不包括日本股票","富達基金(香港)有限公司",N,Y,16.08,18-09-2026,美元,4,20.72,-1.41,0,-5.8,15.1,24.84,2.74,-2.19,-3.59,0,31-08-2026,1.5,LU0048597586,3,"","","","","綜合"
U44356,"聯博 - 亞洲(日本以外)股票基金AD類股份 (美元 每月派息-現金派息)","亞洲不包括日本股票","亞洲不包括日本股票","聯博香港有限公司",N,N,23.41,18-09-2026,美元,4,27.89,-0.3,0.87,-8.02,12.14,40.32,8.61,6.56,6.64,3.72,31-08-2026,1.7,LU0469268972,4,"","","","","綜合"
U63214,"安聯小龍基金A類收息股份 (美元)","亞洲不包括日本股票","亞洲不包括日本股票","安聯環球投資亞太有限公司",N,N,176.0629,18-09-2026,美元,4,35.85,0.02,-1.07,-10.71,14.26,27.55,5.76,6.52,4.59,1.16,31-08-2026,3.25,LU0348766576,2,"","","","","綜合"
U43642,"安聯小龍基金AT類累積股份 (美元)","亞洲不包括日本股票","亞洲不包括日本股票","安聯環球投資亞太有限公司",N,N,182.37,18-09-2026,美元,4,35.85,0.02,-1.07,-10.71,14.27,27.55,5.76,6.52,4.6,0,31-08-2026,3.25,LU0348767384,2,"","","","","綜合"
U42798,"施羅德環球基金系列 - 亞洲優勢A類股份 (美元 累積單位)","亞洲不包括日本股票","亞洲不包括日本股票","施羅德投資管理(香港)有限公司",N,N,37.0672,18-09-2026,美元,4,25.46,-1.68,-0.54,-6.4,17.01,31.94,8.68,0.72,-4.4,0,31-08-2026,1.5,LU0106259558,3,"","","","","綜合"
U42331,"霸菱亞洲增長基金A類別歐元收益","亞洲不包括日本股票","亞洲不包括日本股票","霸菱資產管理(亞洲)有限公司",N,N,168.93,18-09-2026,歐羅,4,31.5,0.78,1.13,-6.3,16.31,39.48,16.74,-7.06,6.66,0,31-08-2026,1.25,IE0004868604,3,"","","","","綜合"
U40076,"霸菱亞洲增長基金A類別美元收益","亞洲不包括日本股票","亞洲不包括日本股票","霸菱資產管理(亞洲)有限公司",N,N,193.79,18-09-2026,美元,4,28.44,-0.25,0.23,-6.2,15.56,35.21,9.71,-3.58,-1.63,0,31-08-2026,1.25,IE0000830129,3,"","","","","綜合"
U42388,"景順亞洲機遇股票基金","亞洲不包括日本股票","亞洲不包括日本股票","景順投資管理有限公司",N,N,215.69,18-09-2026,美元,4,23.73,-0.25,1.92,-5.34,13.51,22.87,11.19,2.61,-14.52,0,31-08-2026,1.5,LU0075112721,2,"","","","","綜合"
U43882,"鄧普頓亞洲增長基金A類 (美元 累積)","亞洲不包括日本股票","亞洲不包括日本股票","富蘭克林鄧普頓投資",N,N,63.25,18-09-2026,美元,4,34.52,-0.41,1.18,-5.58,25.2,40.65,11.34,2.19,-9.54,0,31-08-2026,1.85,LU0128522157,3,"","","","","綜合"
U43333,"貝萊德全球基金 - 亞洲巨龍基金A2類股份 (歐元)","亞洲不包括日本股票","亞洲不包括日本股票","貝萊德資產管理北亞有限公司",N,N,64.59,18-09-2026,歐羅,4,24.64,-0.05,-0.17,-5.08,15.67,29.44,13.76,-1.82,3.25,0,31-08-2026,1.5,LU0171269466,2,"","","","","綜合"
U43295,"安聯總回報亞洲股票基金A類收息股份 (美元)","亞洲不包括日本股票","亞洲不包括日本股票","安聯環球投資亞太有限公司",N,N,55.6767,18-09-2026,美元,4,30.42,-0.35,1.01,-6.73,16.35,34.23,2.9,2.46,-10.73,1.05,31-08-2026,2.05,LU0348814723,3,"","","","","綜合"
U39872,"富達基金 - 印尼基金A類別股份 (美元 派息股份)","印尼股票","印尼股票","富達基金(香港)有限公司",N,N,19.21,18-09-2026,美元,5,-13.35,-1.94,2.51,7.86,-5.15,-10.6,-6.17,5.44,1.4,2.59,31-08-2026,1.5,LU0055114457,4,"","","","","綜合"
U44361,"霸菱環球農業基金A類別 (美元 累積)","行業股票 - 農產品","行業股票 - 農產品","霸菱資產管理(亞洲)有限公司",N,N,4.287,18-09-2026,美元,4,17.07,-1.08,6.22,8.83,1.61,14.84,-11.33,-11.89,24.13,0.5,31-08-2026,1.5,GB00B3B9VC56,3,"","","","","綜合"
U43982,"摩根越南機會(美元)(累計)","越南股票","越南股票","摩根資產管理",N,N,26.08,18-09-2026,美元,5,-2.43,0.46,2.96,-2.14,0.62,1.32,-0.05,12.21,39.75,0,31-08-2026,1.5,HK0000055811,3,"","","","","綜合"
U42393,"景順環球小型企業基金","環球中小型股票","環球中小型股票","景順投資管理有限公司",N,N,263.35,18-09-2026,美元,3,9.21,-0.67,-5.12,-5.7,9.04,9.11,6.22,13.83,13.11,0,31-08-2026,1.5,LU1775975201,3,"","","","","中小型"
U42926,"貝萊德全球基金 - 系統分析可持續環球小型企業基金A2類股份 (美元)","環球中小型股票","環球中小型股票","貝萊德資產管理北亞有限公司",N,N,220.96,18-09-2026,美元,3,16.07,-1.13,-3.13,-1.19,12.78,17.81,7.25,17.38,17.94,0,31-08-2026,1.5,LU0054578231,4,"","","","","中小型"
U45701,"高盛全球小型股CORE股票投資組合 (基準貨幣類股份 美元 累積 收盤價)","環球中小型股票","環球中小型股票","高盛資產管理（香港）有限公司",N,Y,13.59,18-09-2026,美元,3,14.78,-0.66,-2.72,-0.73,12.31,16.75,0,0,0,0,31-08-2026,1.25,LU3058644124,,"","","","","中小型"
U45702,"高盛全球小型股CORE股票投資組合 (其他貨幣類股份 港元 累積 收盤價)","環球中小型股票","環球中小型股票","高盛資產管理（香港）有限公司",N,Y,136.67,18-09-2026,港元,3,15.82,-0.65,-2.68,-0.66,12.61,17.97,0,0,0,0,31-08-2026,1.25,LU3058643829,,"","","","","中小型"
U50002,"施羅德環球基金系列 - 新領域股票 A類股份 (美元 累積單位)","環球前趨市場股票","環球前趨市場股票","施羅德投資管理(香港)有限公司",N,N,358.1418,18-09-2026,美元,4,13.23,-1.17,0.84,2.74,11.32,17.73,17.23,25.03,28.51,0,31-08-2026,1.5,LU0562313402,5,"","","","",""
U50003,"施羅德環球基金系列 - 新領域股票 A類股份 (歐元 累積單位)","環球前趨市場股票","環球前趨市場股票","施羅德投資管理(香港)有限公司",N,N,186.5178,18-09-2026,歐羅,4,15.92,-0.02,1.78,2.75,11.75,21.07,24.65,20.72,0,0,31-08-2026,1.5,LU2407913743,4,"","","","",""
U43999,"滙豐環球投資基金 - 歐元區小型公司股票AD類 (歐羅)","歐元區中型股票","區中型股票","滙豐環球投資管理 (香港) 有限公司",N,N,81.87,18-09-2026,歐羅,3,10.1,-0.6,-1.7,-1.31,8.92,11.76,-0.56,5.96,15.26,0.47,31-08-2026,1.5,LU0165073858,2,"","","","","中型"
U44000,"滙豐環球投資基金 - 歐元區小型公司股票AD類 (歐羅) (每月投資計劃)","歐元區中型股票","區中型股票","滙豐環球投資管理 (香港) 有限公司",N,N,81.87,18-09-2026,歐羅,3,10.1,-0.6,-1.7,-1.31,8.92,11.76,-0.56,5.96,15.26,0.47,31-08-2026,1.5,LU0165073858,2,"","","","","中型"
U43624,"施羅德環球基金系列 - 美國中小型股票A類股份 (美元 累積單位)","美國中型股票","美國中型股票","施羅德投資管理(香港)有限公司",N,N,564.3147,18-09-2026,美元,4,12.71,-1.23,-6.85,-2.78,10.33,21.27,9.6,11.42,20.71,0,31-08-2026,1.5,LU0205193047,2,"","","","","中型"
U39977,"貝萊德全球基金 - 美國中型企業價值基金A2類股份 (美元)","美國中型股票","美國中型股票","貝萊德資產管理北亞有限公司",N,N,461.31,18-09-2026,美元,3,11.04,-1.57,-3.02,-0.3,13.1,13.35,7.14,11.63,25.77,0,31-08-2026,1.5,LU0006061336,4,"","","","","中型"
U44763,"摩根歐洲股票高息(歐元)(每月派息-現金派息)","歐洲股票收益","歐洲股票收益","摩根資產管理",N,N,12.65,18-09-2026,歐羅,3,14.43,-0.24,-0.8,2.26,10.41,24.39,10.86,12.39,23.58,6.73,31-08-2026,1.5,HK0000288552,4,"","","","","收益型"
U44535,"安聯歐洲股息基金AM類收息股份 (歐元 每月派息-現金派息)","歐洲股票收益","歐洲股票收益","安聯環球投資亞太有限公司",N,Y,11.9164,18-09-2026,歐羅,3,12.8,0.5,-0.99,5.63,11.5,21.36,8.08,15.97,16.1,4.93,31-08-2026,1.8,LU0971552913,3,"","","","","收益型"
U44589,"富達基金 –  歐洲股息基金A類別股份 (歐元 每月特色派息(G)–現金派息)","歐洲股票收益","歐洲股票收益","富達基金(香港)有限公司",N,N,17.42,18-09-2026,歐羅,3,4.27,-0.46,-1.89,2.11,4.81,8.96,15.27,14.46,24.12,2.97,31-08-2026,1.5,LU0857700040,3,"","","","","收益型"
U45197,"貝萊德全球基金  - 歐洲股票入息基金A6類股份 (歐元 每月派息股份-現金派息)","歐洲股票收益","歐洲股票收益","貝萊德資產管理北亞有限公司",N,Y,13.29,18-09-2026,歐羅,3,3.46,-0.75,-2.64,-2.01,4.38,10.02,8.08,13.94,20.09,3.39,31-08-2026,1.5,LU1051768569,3,"","","","","收益型"
U43839,"景順泛歐洲股票收益基金(累積)","歐洲股票收益","歐洲股票收益","景順投資管理有限公司",N,N,26.44,18-09-2026,歐羅,3,12.03,-0.3,-2.9,0.88,9.85,20.18,1.22,13.33,22.71,0,31-08-2026,1.5,LU0267986122,2,"","","","","收益型"
U44949,"貝萊德全球基金 - 系統分析環球股票高息基金A6類股份 (美元 每月派息股份-現金派息)","環球股票收益","環球股票收益","貝萊德資產管理北亞有限公司",N,Y,9.94,18-09-2026,美元,3,13.07,-0.5,-0.14,4.42,10.87,15.14,16.71,15.7,17.01,7.52,31-08-2026,1.5,LU1116320737,3,"","","","","收益型"
U44429,"富達基金 - 環球股息基金A類別股份 (美元 每月特色派息(G)-現金派息)","環球股票收益","環球股票收益","富達基金(香港)有限公司",N,Y,23.87,18-09-2026,美元,3,5.64,-1,-2.66,-1.24,3.13,9.39,10.43,14.99,11.09,2.23,31-08-2026,1.5,LU0731783048,3,"","","","","收益型"
U43613,"施羅德環球基金系列 - 環球收益股票A類股份 (美元 累積單位)","環球股票收益","環球股票收益","施羅德投資管理(香港)有限公司",N,N,354.7754,18-09-2026,美元,3,16.87,-0.85,-2.16,6.56,12.31,20.92,2.38,15.37,18.52,0,31-08-2026,1.5,LU0225284248,3,"","","","","收益型"
U44430,"富達基金 - 環球股息基金A類別股份 (港元 每月特色派息(G)-現金派息)","環球股票收益","環球股票收益","富達基金(香港)有限公司",N,Y,23.69,18-09-2026,港元,3,6.5,-1,-2.64,-1.17,3.22,10.33,9.87,15.12,11.73,2.21,31-08-2026,1.5,LU0742537680,3,"","","","","收益型"
U43614,"施羅德環球基金系列 - 環球收益股票 A類別 MF  (美元 每月收息單位-現金派息)","環球股票收益","環球股票收益","施羅德投資管理(香港)有限公司",N,N,174.8937,18-09-2026,美元,3,16.87,-0.85,-2.16,6.56,12.31,20.92,2.38,15.37,18.53,3.13,31-08-2026,1.5,LU0225771236,3,"","","","","收益型"
U45754,"宏利環球基金 - 環球股票多元入息基金AA類股份 (美元 累積股份)","環球股票收益","環球股票收益","宏利資產管理(香港)有限公司",N,Y,10.3849,18-09-2026,美元,3,0,-0.71,-1.37,1.25,5.04,0,0,0,0,0,,1.5,LU3144682526,,"","","","","收益型"
U45755,"宏利環球基金 - 環球股票多元入息基金F類股份 (美元 每月派息 (G)-現金派息)","環球股票收益","環球股票收益","宏利資產管理(香港)有限公司",N,Y,9.7954,18-09-2026,美元,3,0,-0.71,-1.37,1.25,5.04,0,0,0,0,0,,1.5,LU3144683177,,"","","","","收益型"
